,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
2206,Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),17:20,23:30,06h 10m,INR 499,33 Seats available,"4.4
21",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
2207,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06:00,07h 30m,INR 381,24 Seats available,"3.9
446",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
2208,Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),18:15,23:30,05h 15m,INR 500,27 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
2209,Samay Shatabdi Travels Pvt Ltd,NON AC Seater / Sleeper 2+1,18:30,23:50,05h 20m,INR 800,37 Seats available,4.3,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
2210,Hans Travels (I) Private Limited,NON A/C Sleeper (1+2),19:00,22:40,03h 40m,INR 1000,24 Seats available,3.2,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
2211,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),19:00,23:57,04h 57m,900,26 Seats available,4.3,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
2212,Hans Travels (I) Private Limited,NON A/C Sleeper (1+2),19:01,22:41,03h 40m,INR 1000,24 Seats available,3.2,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
2213,Dhariwal Travels,A/C Sleeper (2+1),19:10,23:40,04h 30m,INR 1300,36 Seats available,3.1,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
2214,Shatabdi Travels,Bharat Benz A/C Sleeper (2+1),22:00,02:00,04h 00m,629,19 Seats available,"3.0
5",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
2215,Hans Travels (I) Private Limited,NON A/C Sleeper (1+2),19:30,00:30,05h 00m,INR 1000,36 Seats available,3.2,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
2216,Hans Travels (I) Private Limited,NON A/C Sleeper (1+2),19:31,00:31,05h 00m,INR 1000,24 Seats available,3.2,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
2217,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),20:00,00:57,04h 57m,INR 999,30 Seats available,"4.5
17",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
2218,UPSRTC - GND0105,Ordinary Non AC Seater 2+3,14:25,22:00,07h 35m,INR 536,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
2219,UPSRTC - HDD0085,Ordinary Non AC Seater 2+3,16:06,02:41,10h 35m,INR 580,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
2220,UPSRTC - SJP0284,Ordinary Non AC Seater 2+3,16:20,23:40,07h 20m,INR 584,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
2221,UPSRTC - HDD0090,Ordinary Non AC Seater 2+3,17:04,05:56,12h 52m,INR 580,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
2222,UPSRTC - SJP0290,Ordinary Non AC Seater 2+3,18:00,01:20,07h 20m,INR 584,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
2223,UPSRTC - HDD0092,Ordinary Non AC Seater 2+3,18:01,01:58,07h 57m,INR 564,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
2224,UPSRTC - HDD0082,Ordinary Non AC Seater 2+3,18:02,02:22,08h 20m,INR 564,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
2225,UPSRTC - HDD0006,Janrath AC Seater 2+2,18:30,03:40,09h 10m,INR 789,36 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
2226,UPSRTC - HDD0113,Rajdhani Non AC Seater 2+3,18:31,02:45,08h 14m,INR 564,51 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
2227,UPSRTC - SJP0609,Ordinary Non AC Seater 2+3,18:31,02:34,08h 03m,INR 584,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
2228,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,05:15,07h 00m,759,30 Seats available,"4.8
81",https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh)
2229,FlixBus,Bharat Benz A/C Sleeper (2+1),20:30,02:40,06h 10m,INR 476.08,11 Seats available,"4.1
21",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
2230,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),21:30,03:44,06h 14m,INR 599,16 Seats available,"4.1
64",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
2231,FlixBus,A/C Sleeper (2+1),18:30,00:40,06h 10m,INR 447.92,12 Seats available,"4.0
19",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
2232,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:00,01:25,05h 25m,INR 659,23 Seats available,"4.9
16",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
2233,Anshi Raj Shree Travels,Bharat Benz A/C Seater /Sleeper (2+1),16:15,21:30,05h 15m,INR 649,19 Seats available,"4.6
7",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
2234,Fouji travels,A/C Seater / Sleeper (2+1),16:50,23:10,06h 20m,INR 599,33 Seats available,4.2,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
2235,Jamna Travels (Delhi),A/C Seater/Sleeper (2+1),16:00,22:50,06h 50m,INR 799,12 Seats available,4.0,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
2236,R S YADAV SMART BUS PRIVATE LIMITED,Bharat Benz A/C Seater /Sleeper (2+1),17:15,23:55,06h 40m,569,20 Seats available,4.8,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
2237,Raj Kalpana Travels Pvt.Ltd,Bharat Benz A/C Seater /Sleeper (2+1),16:15,22:50,06h 35m,INR 549,18 Seats available,4.2,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
2238,IntrCity SmartBus,A/C Seater / Sleeper (2+1),18:00,00:20,06h 20m,INR 689,32 Seats available,"4.5
18",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
2239,UPSRTC - AZN0012,Ordinary Non AC Seater 2+3,14:30,23:45,09h 15m,INR 409,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
2240,UPSRTC - FZG0007,Ordinary Non AC Seater 2+3,16:30,00:30,08h 00m,INR 409,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
2241,UPSRTC - BND0029,Ordinary Non AC Seater 2+3,18:30,01:40,07h 10m,INR 409,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
2242,UPSRTC - LDR0133,Ordinary Non AC Seater 2+3,19:00,02:08,07h 08m,INR 409,52 Seats available, ,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
2243,UPSRTC - LDR0136,Ordinary Non AC Seater 2+3,20:00,03:10,07h 10m,INR 409,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
2244,UPSRTC - VKS0005,Janrath AC Seater 2+3,20:00,04:00,08h 00m,INR 506,48 Seats available,"3.1
6",https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
2245,UPSRTC - BLY0094,Janrath AC Seater 2+2,22:01,05:01,07h 00m,INR 589,36 Seats available,"2.7
17",https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
2246,UPSRTC - PLB0044,Ordinary Non AC Seater 2+3,22:45,05:00,06h 15m,INR 402,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
2247,UPSRTC - BLY0096,Janrath AC Seater 2+2,23:03,06:01,06h 58m,INR 589,36 Seats available,"3.1
36",https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
2248,Samay Shatabdi Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:00,02:45,06h 45m,INR 749,16 Seats available,"4.2
112",https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
2249,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,03:50,08h 20m,INR 499,22 Seats available,"3.4
36",https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
2250,UPSRTC - BLP0030,Rajdhani Non AC Seater 2+3,15:01,21:30,06h 29m,INR 493,51 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
2251,UPSRTC - GND0081,Ordinary Non AC Seater 2+3,15:30,22:30,07h 00m,INR 493,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
2252,UPSRTC - BLP0032,Ordinary Non AC Seater 2+3,16:01,22:30,06h 29m,INR 493,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
2253,,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
2254,,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
2255,,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
2256,,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
2257,,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
2258,,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
2259,,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
2260,UPSRTC - BUI0026,Janrath AC Seater 2+2,18:30,03:40,09h 10m,INR 895,35 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
2261,UPSRTC - CBG0158,Janrath AC Seater 2+2,19:30,04:30,09h 00m,INR 895,36 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
2262,UPSRTC - CBG0159,Janrath AC Seater 2+2,20:30,05:00,08h 30m,INR 895,36 Seats available,"2.6
4",https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
2263,,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
2264,,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
2265,,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-ballia,Lucknow to Ballia
2266,UPSRTC - MZP0142,Rajdhani Non AC Seater 2+3,14:31,19:45,05h 14m,INR 354,51 Seats available, ,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
2267,UPSRTC - UNO0030,Ordinary Non AC Seater 2+3,15:40,19:55,04h 15m,INR 371,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
2268,UPSRTC - UNO0004,Ordinary Non AC Seater 2+3,16:00,20:35,04h 35m,INR 371,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
2269,,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
2270,,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
2271,,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
2272,,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
2273,,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
2274,,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-etah-up,Delhi to Etah (Uttar Pradesh)
2275,UPSRTC - RPN0002,Pink Express AC Seater 2+2,14:30,20:30,06h 00m,INR 670,41 Seats available,"1.7
4",https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
2276,UPSRTC - HMR0031,Ordinary Non AC Seater 2+3,14:31,21:35,07h 04m,INR 416,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
2277,UPSRTC - AWD0266,Janrath AC Seater 2+3,15:00,21:30,06h 30m,INR 534,48 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
2278,,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
2279,,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
2280,,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
2281,,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
2282,,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
2283,,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
2284,,,,,,,,,https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur,Lucknow to Gorakhpur (uttar pradesh)
2285,UPSRTC - PLB0061,Ordinary Non AC Seater 2+3,19:00,03:50,08h 50m,INR 565,52 Seats available,3.3,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Pilibhit to Delhi
2286,UPSRTC - SRG0227,Ordinary Non AC Seater 2+3,19:14,02:40,07h 26m,INR 514,52 Seats available,3.3,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Pilibhit to Delhi
2287,UPSRTC - PLB0049,Ordinary Non AC Seater 2+3,20:30,04:00,07h 30m,INR 529,52 Seats available,3.3,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Pilibhit to Delhi
2288,,,,,,,,,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Pilibhit to Delhi
2289,,,,,,,,,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Pilibhit to Delhi
2290,,,,,,,,,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Pilibhit to Delhi
2291,,,,,,,,,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Pilibhit to Delhi
2292,,,,,,,,,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Pilibhit to Delhi
2293,,,,,,,,,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Pilibhit to Delhi
2294,,,,,,,,,https://www.redbus.in/bus-tickets/pilibhit-to-delhi,Pilibhit to Delhi
2295,PEPSU (Punjab) - 67135,Volvo AC Seater (2+2),17:35,01:35,08h 00m,INR 873,37 Seats available,4.0,https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
2296,PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),19:50,03:25,07h 35m,INR 873,19 Seats available,"3.2
11",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
2297,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,02:49,05h 59m,INR 873,28 Seats available,"4.3
30",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
2298,PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,03:49,05h 59m,INR 873,34 Seats available,"3.4
9",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
2299,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27,05:00,06h 33m,INR 450,21 Seats available,"4.6
479",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
2300,Zingbus Plus,A/C Seater / Sleeper (2+1),23:50,06:35,06h 45m,532,27 Seats available,"4.7
130",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
2301,Laxmi holidays,VE A/C Sleeper (2+1),23:55,06:45,06h 50m,570,33 Seats available,"4.3
377",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
2302,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:25,05:20,05h 55m,499,27 Seats available,"4.2
43",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
2303,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05:15,05h 20m,INR 600,26 Seats available,"4.2
10",https://www.redbus.in/bus-tickets/ludhiana-to-delhi,Ludhiana to Delhi
2304,PEPSU (Punjab) - 67135,Volvo AC Seater (2+2),15:33,01:35,10h 02m,INR 1045,37 Seats available,"3.0
6",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
2305,PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),18:10,03:25,09h 15m,INR 1045,19 Seats available,"4.4
11",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
2306,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),19:10,02:49,07h 39m,INR 1045,28 Seats available,"4.0
33",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
2307,Zingbus Plus,Scania A/C Semi Sleeper (2+2),22:55,07:15,08h 20m,409,29 Seats available,"4.5
325",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
2308,Laxmi holidays,VE A/C Sleeper (2+1),23:05,06:45,07h 40m,570,33 Seats available,"4.5
342",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
2309,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,05:15,07h 45m,INR 550,26 Seats available,"4.4
175",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
2310,AdNew Navyug Travels,A/C Sleeper (2+1),21:50,05:30,07h 40m,INR 675,29 Seats available,"3.9
186",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
2311,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:05,04:45,07h 40m,INR 455,29 Seats available,"4.6
588",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
2312,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:40,06:55,07h 15m,INR 600,25 Seats available,"4.6
308",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
2313,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:35,06:20,07h 45m,INR 485,33 Seats available,"4.3
370",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
2314,Zingbus Plus,A/C Seater / Sleeper (2+1),22:35,06:35,08h 00m,514,31 Seats available,"4.6
101",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
2315,Yolo Bus,VE A/C Seater / Sleeper (2+1),21:11,05:00,07h 49m,INR 450,21 Seats available,"4.5
376",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
2316,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:25,07:00,07h 35m,570,26 Seats available,"4.3
258",https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Jalandhar to Delhi
2317,PEPSU (Punjab) - 67166,Volvo AC Seater (2+2),16:50,00:10,07h 20m,INR 1045,39 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
2318,PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),17:40,00:50,07h 10m,INR 1045,38 Seats available,"3.9
5",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
2319,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:50,06:20,08h 30m,INR 1045,38 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
2320,New Navyug Travels,A/C Sleeper (2+1),22:45,06:10,07h 25m,INR 625,30 Seats available,"4.1
289",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
2321,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,07:20,08h 35m,INR 423,16 Seats available,"4.6
276",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
2322,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:15,05:25,09h 10m,INR 320,21 Seats available,"4.5
165",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
2323,AdGolden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:58,05:55,06h 57m,599,32 Seats available,"3.9
165",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
2324,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:25,05:00,06h 35m,INR 600,14 Seats available,"4.2
37",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
2325,PEPSU (Punjab) - 67135,Volvo AC Seater (2+2),17:35,02:35,09h 00m,INR 997,37 Seats available,"4.0
6",https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
2326,PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),19:50,04:05,08h 15m,INR 997,19 Seats available,"4.3
14",https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
2327,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,04:50,08h 00m,INR 997,31 Seats available,"4.4
9",https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
2328,PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,05:50,08h 00m,INR 997,34 Seats available,4.5,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
2329,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),15:29,23:00,07h 31m,INR 3000,42 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
2330,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),13:37,21:08,07h 31m,INR 2500,44 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
2331,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),17:37,01:08,07h 31m,INR 2500,44 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
2332,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),17:29,00:30,07h 01m,INR 3300,37 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
2333,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),13:39,23:10,09h 31m,INR 2500,44 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
2334,Indo Canadian Transport Pvt. Ltd.,Volvo A/C Sleeper (2+1),21:29,04:30,07h 01m,INR 3850,29 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
2335,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),19:29,02:30,07h 01m,INR 2500,51 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
2336,Indo Canadian Transport Pvt. Ltd.,Volvo A/C Sleeper (2+1),15:29,23:00,07h 31m,INR 3850,42 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
2337,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),15:29,01:00,09h 31m,INR 3850,42 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
2338,PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),15:50,23:40,07h 50m,INR 997,38 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
2339,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:00,04:50,07h 50m,INR 997,38 Seats available,"3.0
4",https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
2340,PEPSU (Punjab) - 67064,Volvo AC Seater (2+2),23:58,07:58,08h 00m,INR 997,39 Seats available,"4.4
12",https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
2341,Zingbus Plus,A/C Sleeper (2+1),20:00,04:25,08h 25m,1386,24 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
2342,Zingbus Plus,A/C Seater / Sleeper (2+1),20:00,05:40,09h 40m,1014,28 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
2343,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),18:30,03:20,08h 50m,1190,30 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
2344,Zingbus Plus,Scania A/C Semi Sleeper (2+2),20:00,06:00,10h 00m,1098,17 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
